sample.code	TOTAL	rank	sample.name	year.code	age.month	month.code	code	month	year	mesocosm	position	pool.code	corridor	cor.posi	replicate	position.code	plant
s571	63486	805	O-18-1P07-4_S283_L001	18	17	O	18O	october	2018	1P07	p2	1P07p2	0	0p2	4	patch	Trifolium
s572	11246	143	O-18-1P07-5_S285_L001	18	17	O	18O	october	2018	1P07	p2	1P07p2	0	0p2	5	patch	Trifolium
s573	35779	689	O-18-1P07-6_S287_L001	18	17	O	18O	october	2018	1P07	p2	1P07p2	0	0p2	6	patch	Trifolium
s574	22084	451	O-18-1P07-7_S274_L001	18	17	O	18O	october	2018	1P07	mb	1P07mb	0	0mb	7	mb	Brachypodium
s575	5925	15	O-18-1P07-8_S276_L001	18	17	O	18O	october	2018	1P07	mb	1P07mb	0	0mb	8	mb	Brachypodium
s576	11426	150	O-18-1P08-1_S97_L001	18	17	O	18O	october	2018	1P08	p1	1P08p1	0	0p1	1	patch	Trifolium
s577	19700	393	O-18-1P08-2_S99_L001	18	17	O	18O	october	2018	1P08	p1	1P08p1	0	0p1	2	patch	Trifolium
s578	10900	133	O-18-1P08-3_S101_L001	18	17	O	18O	october	2018	1P08	p1	1P08p1	0	0p1	3	patch	Trifolium
s579	8791	70	O-18-1P08-4_S103_L001	18	17	O	18O	october	2018	1P08	p2	1P08p2	0	0p2	4	patch	Trifolium
s580	15826	290	O-18-1P08-5_S105_L001	18	17	O	18O	october	2018	1P08	p2	1P08p2	0	0p2	5	patch	Trifolium
s581	9365	80	O-18-1P08-6_S107_L001	18	17	O	18O	october	2018	1P08	p2	1P08p2	0	0p2	6	patch	Trifolium
s582	23196	463	O-18-1P08-7_S109_L001	18	17	O	18O	october	2018	1P08	mb	1P08mb	0	0mb	7	mb	Brachypodium
s583	8990	76	O-18-1P08-8_S111_L001	18	17	O	18O	october	2018	1P08	mb	1P08mb	0	0mb	8	mb	Brachypodium
s584	12231	170	O-18-1P09-1_S133_L001	18	17	O	18O	october	2018	1P09	p1	1P09p1	0	0p1	1	patch	Trifolium
s585	16545	312	O-18-1P09-2_S135_L001	18	17	O	18O	october	2018	1P09	p1	1P09p1	0	0p1	2	patch	Trifolium
s586	22125	454	O-18-1P09-3_S137_L001	18	17	O	18O	october	2018	1P09	p1	1P09p1	0	0p1	3	patch	Trifolium
s587	6569	22	O-18-1P09-4_S139_L001	18	17	O	18O	october	2018	1P09	p2	1P09p2	0	0p2	4	patch	Trifolium
s588	8697	66	O-18-1P09-5_S141_L001	18	17	O	18O	october	2018	1P09	p2	1P09p2	0	0p2	5	patch	Trifolium
s589	10398	115	O-18-1P09-6_S143_L001	18	17	O	18O	october	2018	1P09	p2	1P09p2	0	0p2	6	patch	Trifolium
s590	5589	12	O-18-1P09-7_S130_L001	18	17	O	18O	october	2018	1P09	mb	1P09mb	0	0mb	7	mb	Brachypodium
s591	13638	217	O-18-1P09-8_S132_L001	18	17	O	18O	october	2018	1P09	mb	1P09mb	0	0mb	8	mb	Brachypodium
s592	34580	669	O-18-1P10-1_S78_L001	18	17	O	18O	october	2018	1P10	p1	1P10p1	0	0p1	1	patch	Trifolium
s593	46949	773	O-18-1P10-2_S80_L001	18	17	O	18O	october	2018	1P10	p1	1P10p1	0	0p1	2	patch	Trifolium
s594	10785	130	O-18-1P10-3_S81_L001	18	17	O	18O	october	2018	1P10	p1	1P10p1	0	0p1	3	patch	Trifolium
s595	24238	483	O-18-1P10-4_S83_L001	18	17	O	18O	october	2018	1P10	p2	1P10p2	0	0p2	4	patch	Trifolium
s596	24462	489	O-18-1P10-5_S85_L001	18	17	O	18O	october	2018	1P10	p2	1P10p2	0	0p2	5	patch	Trifolium
s597	20292	406	O-18-1P10-6_S87_L001	18	17	O	18O	october	2018	1P10	p2	1P10p2	0	0p2	6	patch	Trifolium
s598	26221	524	O-18-1P10-7_S89_L001	18	17	O	18O	october	2018	1P10	mb	1P10mb	0	0mb	7	mb	Brachypodium
s599	26855	537	O-18-1P10-8_S91_L001	18	17	O	18O	october	2018	1P10	mb	1P10mb	0	0mb	8	mb	Brachypodium
s600	17627	341	O-18-1PC01-1_S53_L001	18	17	O	18O	october	2018	1PC01	p1	1PC01p1	1	1p1	1	patch	Trifolium
s601	28845	577	O-18-1PC01-2_S55_L001	18	17	O	18O	october	2018	1PC01	p1	1PC01p1	1	1p1	2	patch	Trifolium
s602	32490	639	O-18-1PC01-3_S57_L001	18	17	O	18O	october	2018	1PC01	p1	1PC01p1	1	1p1	3	patch	Trifolium
s603	21027	426	O-18-1PC01-4_S59_L001	18	17	O	18O	october	2018	1PC01	p2	1PC01p2	1	1p2	4	patch	Trifolium
s604	28209	563	O-18-1PC01-5_S61_L001	18	17	O	18O	october	2018	1PC01	p2	1PC01p2	1	1p2	5	patch	Trifolium
s605	6222	17	O-18-1PC01-6_S63_L001	18	17	O	18O	october	2018	1PC01	p2	1PC01p2	1	1p2	6	patch	Trifolium
s606	29521	589	O-18-1PC01-7_S50_L001	18	17	O	18O	october	2018	1PC01	mb	1PC01mb	1	1mb	7	mb	Brachypodium
s607	26036	522	O-18-1PC01-8_S52_L001	18	17	O	18O	october	2018	1PC01	mb	1PC01mb	1	1mb	8	mb	Brachypodium
s608	34805	674	O-18-1PC01-9_S54_L001	18	17	O	18O	october	2018	1PC01	cor	1PC01cor	1	1cor	9	cor	Trifolium
s609	24436	488	O-18-1PC01-10_S56_L001	18	17	O	18O	october	2018	1PC01	cor	1PC01cor	1	1cor	10	cor	Trifolium
s610	22962	462	O-18-1PC02-1_S18_L001	18	17	O	18O	october	2018	1PC02	p1	1PC02p1	1	1p1	1	patch	Trifolium
s611	25285	507	O-18-1PC02-3_S22_L001	18	17	O	18O	october	2018	1PC02	p1	1PC02p1	1	1p1	3	patch	Trifolium
s612	25816	516	O-18-1PC02-4_S24_L001	18	17	O	18O	october	2018	1PC02	p2	1PC02p2	1	1p2	4	patch	Trifolium
s613	27868	555	O-18-1PC02-5_S26_L001	18	17	O	18O	october	2018	1PC02	p2	1PC02p2	1	1p2	5	patch	Trifolium
s614	25877	517	O-18-1PC02-6_S28_L001	18	17	O	18O	october	2018	1PC02	p2	1PC02p2	1	1p2	6	patch	Trifolium
s615	18727	375	O-18-1PC02-7_S30_L001	18	17	O	18O	october	2018	1PC02	mb	1PC02mb	1	1mb	7	mb	Brachypodium
s616	8601	61	O-18-1PC02-8_S32_L001	18	17	O	18O	october	2018	1PC02	mb	1PC02mb	1	1mb	8	mb	Brachypodium
s617	13634	216	O-18-1PC02-9_S33_L001	18	17	O	18O	october	2018	1PC02	cor	1PC02cor	1	1cor	9	cor	Trifolium
s618	22595	459	O-18-1PC02-10_S35_L001	18	17	O	18O	october	2018	1PC02	cor	1PC02cor	1	1cor	10	cor	Trifolium
s619	13729	220	O-18-1PC03-1_S93_L001	18	17	O	18O	october	2018	1PC03	p1	1PC03p1	1	1p1	1	patch	Trifolium
s620	28275	568	O-18-1PC03-2_S95_L001	18	17	O	18O	october	2018	1PC03	p1	1PC03p1	1	1p1	2	patch	Trifolium
s621	18851	380	O-18-1PC03-3_S82_L001	18	17	O	18O	october	2018	1PC03	p1	1PC03p1	1	1p1	3	patch	Trifolium
s622	26734	533	O-18-1PC03-4_S84_L001	18	17	O	18O	october	2018	1PC03	p2	1PC03p2	1	1p2	4	patch	Trifolium
s623	26736	534	O-18-1PC03-5_S86_L001	18	17	O	18O	october	2018	1PC03	p2	1PC03p2	1	1p2	5	patch	Trifolium
s624	21456	440	O-18-1PC03-6_S88_L001	18	17	O	18O	october	2018	1PC03	p2	1PC03p2	1	1p2	6	patch	Trifolium
s625	21497	441	O-18-1PC03-7_S90_L001	18	17	O	18O	october	2018	1PC03	mb	1PC03mb	1	1mb	7	mb	Brachypodium
s626	27348	550	O-18-1PC03-8_S92_L001	18	17	O	18O	october	2018	1PC03	mb	1PC03mb	1	1mb	8	mb	Brachypodium
s627	20878	419	O-18-1PC03-9_S94_L001	18	17	O	18O	october	2018	1PC03	cor	1PC03cor	1	1cor	9	cor	Trifolium
s628	11534	153	O-18-1PC03-10_S96_L001	18	17	O	18O	october	2018	1PC03	cor	1PC03cor	1	1cor	10	cor	Trifolium
s629	16320	305	O-18-1PC04-1_S134_L001	18	17	O	18O	october	2018	1PC04	p1	1PC04p1	1	1p1	1	patch	Trifolium
s630	18528	366	O-18-1PC04-2_S136_L001	18	17	O	18O	october	2018	1PC04	p1	1PC04p1	1	1p1	2	patch	Trifolium
s631	14739	254	O-18-1PC04-3_S138_L001	18	17	O	18O	october	2018	1PC04	p1	1PC04p1	1	1p1	3	patch	Trifolium
s632	6235	19	O-18-1PC04-4_S140_L001	18	17	O	18O	october	2018	1PC04	p2	1PC04p2	1	1p2	4	patch	Trifolium
s633	7492	35	O-18-1PC04-5_S142_L001	18	17	O	18O	october	2018	1PC04	p2	1PC04p2	1	1p2	5	patch	Trifolium
s634	6013	16	O-18-1PC04-6_S144_L001	18	17	O	18O	october	2018	1PC04	p2	1PC04p2	1	1p2	6	patch	Trifolium
s635	7811	48	O-18-1PC04-7_S145_L001	18	17	O	18O	october	2018	1PC04	mb	1PC04mb	1	1mb	7	mb	Brachypodium
s636	13136	195	O-18-1PC04-8_S147_L001	18	17	O	18O	october	2018	1PC04	mb	1PC04mb	1	1mb	8	mb	Brachypodium
s637	8834	72	O-18-1PC04-9_S149_L001	18	17	O	18O	october	2018	1PC04	cor	1PC04cor	1	1cor	9	cor	Trifolium
s638	40901	733	O-18-1PC04-10_S151_L001	18	17	O	18O	october	2018	1PC04	cor	1PC04cor	1	1cor	10	cor	Trifolium
s639	27778	553	O-18-1PC06-1_S118_L001	18	17	O	18O	october	2018	1PC06	p1	1PC06p1	0	0p1	1	patch	Trifolium
s640	27923	558	O-18-1PC06-2_S120_L001	18	17	O	18O	october	2018	1PC06	p1	1PC06p1	0	0p1	2	patch	Trifolium
s641	20930	421	O-18-1PC06-3_S122_L001	18	17	O	18O	october	2018	1PC06	p1	1PC06p1	0	0p1	3	patch	Trifolium
s642	17327	334	O-18-1PC06-4_S124_L001	18	17	O	18O	october	2018	1PC06	p2	1PC06p2	0	0p2	4	patch	Trifolium
s643	6826	25	O-18-1PC06-5_S126_L001	18	17	O	18O	october	2018	1PC06	p2	1PC06p2	0	0p2	5	patch	Trifolium
s644	6329	20	O-18-1PC06-6_S128_L001	18	17	O	18O	october	2018	1PC06	p2	1PC06p2	0	0p2	6	patch	Trifolium
s645	27948	560	O-18-1PC06-7_S129_L001	18	17	O	18O	october	2018	1PC06	mb	1PC06mb	0	0mb	7	mb	Brachypodium
s646	18156	359	O-18-1PC06-8_S131_L001	18	17	O	18O	october	2018	1PC06	mb	1PC06mb	0	0mb	8	mb	Brachypodium
s647	16604	314	O-18-1PC07-1_S37_L001	18	17	O	18O	october	2018	1PC07	p1	1PC07p1	0	0p1	1	patch	Trifolium
s648	18666	373	O-18-1PC07-2_S39_L001	18	17	O	18O	october	2018	1PC07	p1	1PC07p1	0	0p1	2	patch	Trifolium
s649	19412	385	O-18-1PC07-3_S41_L001	18	17	O	18O	october	2018	1PC07	p1	1PC07p1	0	0p1	3	patch	Trifolium
s650	29650	595	O-18-1PC07-4_S43_L001	18	17	O	18O	october	2018	1PC07	p2	1PC07p2	0	0p2	4	patch	Trifolium
s651	17042	323	O-18-1PC07-5_S45_L001	18	17	O	18O	october	2018	1PC07	p2	1PC07p2	0	0p2	5	patch	Trifolium
s652	20302	407	O-18-1PC07-6_S47_L001	18	17	O	18O	october	2018	1PC07	p2	1PC07p2	0	0p2	6	patch	Trifolium
s653	30433	610	O-18-1PC07-7_S34_L001	18	17	O	18O	october	2018	1PC07	mb	1PC07mb	0	0mb	7	mb	Brachypodium
s654	18146	358	O-18-1PC07-8_S36_L001	18	17	O	18O	october	2018	1PC07	mb	1PC07mb	0	0mb	8	mb	Brachypodium
s655	10741	125	O-18-1PC08-1_S117_L001	18	17	O	18O	october	2018	1PC08	p1	1PC08p1	0	0p1	1	patch	Trifolium
s656	29101	584	O-18-1PC08-2_S119_L001	18	17	O	18O	october	2018	1PC08	p1	1PC08p1	0	0p1	2	patch	Trifolium
s657	12774	182	O-18-1PC08-3_S121_L001	18	17	O	18O	october	2018	1PC08	p1	1PC08p1	0	0p1	3	patch	Trifolium
s658	10947	135	O-18-1PC08-4_S123_L001	18	17	O	18O	october	2018	1PC08	p2	1PC08p2	0	0p2	4	patch	Trifolium
s659	4635	4	O-18-1PC08-5_S125_L001	18	17	O	18O	october	2018	1PC08	p2	1PC08p2	0	0p2	5	patch	Trifolium
s660	8465	58	O-18-1PC08-6_S127_L001	18	17	O	18O	october	2018	1PC08	p2	1PC08p2	0	0p2	6	patch	Trifolium
s661	4687	5	O-18-1PC08-7_S114_L001	18	17	O	18O	october	2018	1PC08	mb	1PC08mb	0	0mb	7	mb	Brachypodium
s662	16813	319	O-18-1PC08-8_S116_L001	18	17	O	18O	october	2018	1PC08	mb	1PC08mb	0	0mb	8	mb	Brachypodium
s663	28248	565	O-18-1PC09-1_S38_L001	18	17	O	18O	october	2018	1PC09	p1	1PC09p1	0	0p1	1	patch	Trifolium
s664	19504	389	O-18-1PC09-2_S40_L001	18	17	O	18O	october	2018	1PC09	p1	1PC09p1	0	0p1	2	patch	Trifolium
s665	45180	763	O-18-1PC09-3_S42_L001	18	17	O	18O	october	2018	1PC09	p1	1PC09p1	0	0p1	3	patch	Trifolium
s666	27112	542	O-18-1PC09-4_S44_L001	18	17	O	18O	october	2018	1PC09	p2	1PC09p2	0	0p2	4	patch	Trifolium
s667	42916	748	O-18-1PC09-5_S46_L001	18	17	O	18O	october	2018	1PC09	p2	1PC09p2	0	0p2	5	patch	Trifolium
s668	10927	134	O-18-1PC09-6_S48_L001	18	17	O	18O	october	2018	1PC09	p2	1PC09p2	0	0p2	6	patch	Trifolium
s669	17879	352	O-18-1PC09-7_S49_L001	18	17	O	18O	october	2018	1PC09	mb	1PC09mb	0	0mb	7	mb	Brachypodium
s670	24681	492	O-18-1PC09-8_S51_L001	18	17	O	18O	october	2018	1PC09	mb	1PC09mb	0	0mb	8	mb	Brachypodium
s671	34625	670	M-19-1P01-1_S249_L001	19	24	M	19M	 may	2019	1P01	p1	1P01p1	1	1p1	1	patch	Trifolium
s672	41377	739	M-19-1P01-2_S251_L001	19	24	M	19M	 may	2019	1P01	p1	1P01p1	1	1p1	2	patch	Trifolium
s673	40051	728	M-19-1P01-3_S253_L001	19	24	M	19M	 may	2019	1P01	p1	1P01p1	1	1p1	3	patch	Trifolium
s674	16471	309	M-19-1P01-4_S255_L001	19	24	M	19M	 may	2019	1P01	p2	1P01p2	1	1p2	4	patch	Trifolium
s675	32685	642	M-19-1P01-5_S242_L001	19	24	M	19M	 may	2019	1P01	p2	1P01p2	1	1p2	5	patch	Trifolium
s676	30202	604	M-19-1P01-6_S244_L001	19	24	M	19M	 may	2019	1P01	p2	1P01p2	1	1p2	6	patch	Trifolium
s677	15591	285	M-19-1P01-7_S246_L001	19	24	M	19M	 may	2019	1P01	mb	1P01mb	1	1mb	7	mb	Brachypodium
s678	30670	613	M-19-1P01-8_S248_L001	19	24	M	19M	 may	2019	1P01	mb	1P01mb	1	1mb	8	mb	Brachypodium
s679	50056	781	M-19-1P01-9_S250_L001	19	24	M	19M	 may	2019	1P01	cor	1P01cor	1	1cor	9	cor	Trifolium
s680	27232	547	M-19-1P02-1_S230_L001	19	24	M	19M	 may	2019	1P02	p1	1P02p1	1	1p1	1	patch	Trifolium
s681	27899	557	M-19-1P02-2_S232_L001	19	24	M	19M	 may	2019	1P02	p1	1P02p1	1	1p1	2	patch	Trifolium
s682	36098	692	M-19-1P02-3_S234_L001	19	24	M	19M	 may	2019	1P02	p1	1P02p1	1	1p1	3	patch	Trifolium
s683	23436	470	M-19-1P02-4_S236_L001	19	24	M	19M	 may	2019	1P02	p2	1P02p2	1	1p2	4	patch	Trifolium
s684	30970	616	M-19-1P02-5_S238_L001	19	24	M	19M	 may	2019	1P02	p2	1P02p2	1	1p2	5	patch	Trifolium
s685	23270	465	M-19-1P02-6_S240_L001	19	24	M	19M	 may	2019	1P02	p2	1P02p2	1	1p2	6	patch	Trifolium
s686	28520	570	M-19-1P02-7_S241_L001	19	24	M	19M	 may	2019	1P02	mb	1P02mb	1	1mb	7	mb	Brachypodium
s687	35163	680	M-19-1P02-8_S243_L001	19	24	M	19M	 may	2019	1P02	mb	1P02mb	1	1mb	8	mb	Brachypodium
s688	42692	747	M-19-1P02-9_S245_L001	19	24	M	19M	 may	2019	1P02	cor	1P02cor	1	1cor	9	cor	Trifolium
s689	42933	749	M-19-1P02-10_S247_L001	19	24	M	19M	 may	2019	1P02	cor	1P02cor	1	1cor	10	cor	Trifolium
s690	31143	620	M-19-1P03-1_S225_L001	19	24	M	19M	 may	2019	1P03	p1	1P03p1	1	1p1	1	patch	Trifolium
s691	15744	288	M-19-1P03-2_S227_L001	19	24	M	19M	 may	2019	1P03	p1	1P03p1	1	1p1	2	patch	Trifolium
s692	28258	567	M-19-1P03-3_S229_L001	19	24	M	19M	 may	2019	1P03	p1	1P03p1	1	1p1	3	patch	Trifolium
s693	34396	665	M-19-1P03-4_S231_L001	19	24	M	19M	 may	2019	1P03	p2	1P03p2	1	1p2	4	patch	Trifolium
s694	37923	709	M-19-1P03-5_S233_L001	19	24	M	19M	 may	2019	1P03	p2	1P03p2	1	1p2	5	patch	Trifolium
s695	41574	740	M-19-1P03-6_S235_L001	19	24	M	19M	 may	2019	1P03	p2	1P03p2	1	1p2	6	patch	Trifolium
s696	33868	661	M-19-1P03-7_S237_L001	19	24	M	19M	 may	2019	1P03	mb	1P03mb	1	1mb	7	mb	Brachypodium
s697	33171	650	M-19-1P03-8_S239_L001	19	24	M	19M	 may	2019	1P03	mb	1P03mb	1	1mb	8	mb	Brachypodium
s698	22924	460	M-19-1P03-9_S226_L001	19	24	M	19M	 may	2019	1P03	cor	1P03cor	1	1cor	9	cor	Trifolium
s699	28728	574	M-19-1P03-10_S228_L001	19	24	M	19M	 may	2019	1P03	cor	1P03cor	1	1cor	10	cor	Trifolium
s700	23275	466	M-19-1P04-1_S95_L001	19	24	M	19M	 may	2019	1P04	p1	1P04p1	1	1p1	1	patch	Trifolium
s701	27216	546	M-19-1P04-2_S82_L001	19	24	M	19M	 may	2019	1P04	p1	1P04p1	1	1p1	2	patch	Trifolium
s702	10339	112	M-19-1P04-3_S84_L001	19	24	M	19M	 may	2019	1P04	p1	1P04p1	1	1p1	3	patch	Trifolium
s703	19939	400	M-19-1P04-7_S86_L001	19	24	M	19M	 may	2019	1P04	mb	1P04mb	1	1mb	7	mb	Brachypodium
s704	17709	347	M-19-1P04-8_S88_L001	19	24	M	19M	 may	2019	1P04	mb	1P04mb	1	1mb	8	mb	Brachypodium
s705	24177	482	M-19-1P05-1_S1_L001	19	24	M	19M	 may	2019	1P05	p1	1P05p1	1	1p1	1	patch	Trifolium
s706	25084	504	M-19-1P05-2_S3_L001	19	24	M	19M	 may	2019	1P05	p1	1P05p1	1	1p1	2	patch	Trifolium
s707	22101	452	M-19-1P05-3_S278_L001	19	24	M	19M	 may	2019	1P05	p1	1P05p1	1	1p1	3	patch	Trifolium
s708	18819	378	M-19-1P05-4_S5_L001	19	24	M	19M	 may	2019	1P05	p2	1P05p2	1	1p2	4	patch	Trifolium
s709	31958	636	M-19-1P05-5_S7_L001	19	24	M	19M	 may	2019	1P05	p2	1P05p2	1	1p2	5	patch	Trifolium
s710	35160	679	M-19-1P05-6_S9_L001	19	24	M	19M	 may	2019	1P05	p2	1P05p2	1	1p2	6	patch	Trifolium
s711	28254	566	M-19-1P05-7_S11_L001	19	24	M	19M	 may	2019	1P05	mb	1P05mb	1	1mb	7	mb	Brachypodium
s712	38119	712	M-19-1P05-8_S13_L001	19	24	M	19M	 may	2019	1P05	mb	1P05mb	1	1mb	8	mb	Brachypodium
s713	38086	711	M-19-1P05-9_S15_L001	19	24	M	19M	 may	2019	1P05	cor	1P05cor	1	1cor	9	cor	Trifolium
s714	25877	518	M-19-1P05-10_S2_L001	19	24	M	19M	 may	2019	1P05	cor	1P05cor	1	1cor	10	cor	Trifolium
s715	9193	78	M-19-1P06-1_S278_L001	19	24	M	19M	 may	2019	1P06	p1	1P06p1	0	0p1	1	patch	Trifolium
s716	20976	425	M-19-1P06-2_S280_L001	19	24	M	19M	 may	2019	1P06	p1	1P06p1	0	0p1	2	patch	Trifolium
s717	31949	635	M-19-1P06-3_S282_L001	19	24	M	19M	 may	2019	1P06	p1	1P06p1	0	0p1	3	patch	Trifolium
s718	19138	383	M-19-1P06-4_S286_L001	19	24	M	19M	 may	2019	1P06	p2	1P06p2	0	0p2	4	patch	Trifolium
s719	14475	246	M-19-1P06-5_S90_L001	19	24	M	19M	 may	2019	1P06	p2	1P06p2	0	0p2	5	patch	Trifolium
s720	10892	132	M-19-1P06-6_S92_L001	19	24	M	19M	 may	2019	1P06	p2	1P06p2	0	0p2	6	patch	Trifolium
s721	11856	163	M-19-1P06-7_S94_L001	19	24	M	19M	 may	2019	1P06	mb	1P06mb	0	0mb	7	mb	Brachypodium
s722	7305	31	M-19-1P06-8_S96_L001	19	24	M	19M	 may	2019	1P06	mb	1P06mb	0	0mb	8	mb	Brachypodium
s723	28358	569	M-19-1P07-1_S24_L001	19	24	M	19M	 may	2019	1P07	p1	1P07p1	0	0p1	1	patch	Trifolium
s724	26829	536	M-19-1P07-2_S26_L001	19	24	M	19M	 may	2019	1P07	p1	1P07p1	0	0p1	2	patch	Trifolium
s725	27191	545	M-19-1P07-3_S28_L001	19	24	M	19M	 may	2019	1P07	p1	1P07p1	0	0p1	3	patch	Trifolium
s726	29641	593	M-19-1P07-4_S30_L001	19	24	M	19M	 may	2019	1P07	p2	1P07p2	0	0p2	4	patch	Trifolium
s727	28767	576	M-19-1P07-5_S32_L001	19	24	M	19M	 may	2019	1P07	p2	1P07p2	0	0p2	5	patch	Trifolium
s728	24789	495	M-19-1P07-6_S33_L001	19	24	M	19M	 may	2019	1P07	p2	1P07p2	0	0p2	6	patch	Trifolium
s729	29126	585	M-19-1P07-7_S35_L001	19	24	M	19M	 may	2019	1P07	mb	1P07mb	0	0mb	7	mb	Brachypodium
s730	33678	658	M-19-1P07-8_S37_L001	19	24	M	19M	 may	2019	1P07	mb	1P07mb	0	0mb	8	mb	Brachypodium
s731	46057	766	M-19-1P08-1_S279_L001	19	24	M	19M	 may	2019	1P08	p1	1P08p1	0	0p1	1	patch	Trifolium
s732	30388	607	M-19-1P08-2_S281_L001	19	24	M	19M	 may	2019	1P08	p1	1P08p1	0	0p1	2	patch	Trifolium
s733	39438	723	M-19-1P08-3_S283_L001	19	24	M	19M	 may	2019	1P08	p1	1P08p1	0	0p1	3	patch	Trifolium
s734	24800	496	M-19-1P08-4_S285_L001	19	24	M	19M	 may	2019	1P08	p2	1P08p2	0	0p2	4	patch	Trifolium
s735	21774	444	M-19-1P08-5_S287_L001	19	24	M	19M	 may	2019	1P08	p2	1P08p2	0	0p2	5	patch	Trifolium
s736	29517	588	M-19-1P08-6_S274_L001	19	24	M	19M	 may	2019	1P08	p2	1P08p2	0	0p2	6	patch	Trifolium
s737	10333	111	M-19-1P08-7_S284_L001	19	24	M	19M	 may	2019	1P08	mb	1P08mb	0	0mb	7	mb	Brachypodium
s738	8890	74	M-19-1P08-8_S276_L001	19	24	M	19M	 may	2019	1P08	mb	1P08mb	0	0mb	8	mb	Brachypodium
s739	33248	652	M-19-1P09-1_S252_L001	19	24	M	19M	 may	2019	1P09	p1	1P09p1	0	0p1	1	patch	Trifolium
s740	54731	791	M-19-1P09-2_S254_L001	19	24	M	19M	 may	2019	1P09	p1	1P09p1	0	0p1	2	patch	Trifolium
s741	30453	611	M-19-1P09-3_S256_L001	19	24	M	19M	 may	2019	1P09	p1	1P09p1	0	0p1	3	patch	Trifolium
s742	29639	592	M-19-1P09-4_S257_L001	19	24	M	19M	 may	2019	1P09	p2	1P09p2	0	0p2	4	patch	Trifolium
s743	41298	738	M-19-1P09-5_S259_L001	19	24	M	19M	 may	2019	1P09	p2	1P09p2	0	0p2	5	patch	Trifolium
s744	26590	530	M-19-1P09-6_S261_L001	19	24	M	19M	 may	2019	1P09	p2	1P09p2	0	0p2	6	patch	Trifolium
s745	38181	715	M-19-1P09-7_S263_L001	19	24	M	19M	 may	2019	1P09	mb	1P09mb	0	0mb	7	mb	Brachypodium
s746	37064	702	M-19-1P09-8_S265_L001	19	24	M	19M	 may	2019	1P09	mb	1P09mb	0	0mb	8	mb	Brachypodium
s747	46568	770	M-19-1P10-1_S264_L001	19	24	M	19M	 may	2019	1P10	p1	1P10p1	0	0p1	1	patch	Trifolium
s748	44210	756	M-19-1P10-2_S266_L001	19	24	M	19M	 may	2019	1P10	p1	1P10p1	0	0p1	2	patch	Trifolium
s749	37885	708	M-19-1P10-3_S268_L001	19	24	M	19M	 may	2019	1P10	p1	1P10p1	0	0p1	3	patch	Trifolium
s750	46120	767	M-19-1P10-4_S270_L001	19	24	M	19M	 may	2019	1P10	p2	1P10p2	0	0p2	4	patch	Trifolium
s751	33345	654	M-19-1P10-5_S272_L001	19	24	M	19M	 may	2019	1P10	p2	1P10p2	0	0p2	5	patch	Trifolium
s752	29564	591	M-19-1P10-6_S273_L001	19	24	M	19M	 may	2019	1P10	p2	1P10p2	0	0p2	6	patch	Trifolium
s753	35620	684	M-19-1P10-7_S275_L001	19	24	M	19M	 may	2019	1P10	mb	1P10mb	0	0mb	7	mb	Brachypodium
s754	42572	746	M-19-1P10-8_S277_L001	19	24	M	19M	 may	2019	1P10	mb	1P10mb	0	0mb	8	mb	Brachypodium
s755	28079	562	M-19-1PC01-1_S4_L001	19	24	M	19M	 may	2019	1PC01	p1	1PC01p1	1	1p1	1	patch	Trifolium
s756	13776	221	M-19-1PC01-2_S6_L001	19	24	M	19M	 may	2019	1PC01	p1	1PC01p1	1	1p1	2	patch	Trifolium
s757	22584	458	M-19-1PC01-3_S8_L001	19	24	M	19M	 may	2019	1PC01	p1	1PC01p1	1	1p1	3	patch	Trifolium
s758	31659	630	M-19-1PC01-4_S10_L001	19	24	M	19M	 may	2019	1PC01	p2	1PC01p2	1	1p2	4	patch	Trifolium
s759	29766	598	M-19-1PC01-5_S12_L001	19	24	M	19M	 may	2019	1PC01	p2	1PC01p2	1	1p2	5	patch	Trifolium
s760	10204	108	M-19-1PC01-6_S14_L001	19	24	M	19M	 may	2019	1PC01	p2	1PC01p2	1	1p2	6	patch	Trifolium
s761	31622	628	M-19-1PC01-7_S16_L001	19	24	M	19M	 may	2019	1PC01	mb	1PC01mb	1	1mb	7	mb	Brachypodium
s762	27234	548	M-19-1PC01-8_S17_L001	19	24	M	19M	 may	2019	1PC01	mb	1PC01mb	1	1mb	8	mb	Brachypodium
s763	19788	396	M-19-1PC01-9_S19_L001	19	24	M	19M	 may	2019	1PC01	cor	1PC01cor	1	1cor	9	cor	Trifolium
s764	14383	244	M-19-1PC01-10_S21_L001	19	24	M	19M	 may	2019	1PC01	cor	1PC01cor	1	1cor	10	cor	Trifolium
s765	13611	214	M-19-1PC02-1_S76_L001	19	24	M	19M	 may	2019	1PC02	p1	1PC02p1	1	1p1	1	patch	Trifolium
s766	31725	633	M-19-1PC02-2_S78_L001	19	24	M	19M	 may	2019	1PC02	p1	1PC02p1	1	1p1	2	patch	Trifolium
s767	25695	515	M-19-1PC02-3_S80_L001	19	24	M	19M	 may	2019	1PC02	p1	1PC02p1	1	1p1	3	patch	Trifolium
s768	18395	363	M-19-1PC02-4_S81_L001	19	24	M	19M	 may	2019	1PC02	p2	1PC02p2	1	1p2	4	patch	Trifolium
